Sample_Id	participant_repeated_measure_Id	Participant_Id	Host body habitat [UBERON_0000466]	Host body product [UBERON_0000463]	Host body site [UBERON_0000061]	Region of 16S rRNA sequenced [SO_0001000]	Sample collection device or method [OBI_0003070]	Sample type [OBI_0100051]
SRR7056670	ID11_185 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056671	ID11_223 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056672	ID11_224 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056673	ID11_190 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056674	ID11_189 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056675	ID11_214 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056676	ID11_228 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056677	ID11_225 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056678	ID11_226 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056679	ID11_110 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056680	ID11_109 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056681	ID11_104 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056682	ID11_103 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056683	ID11_102 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056684	ID11_101 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056685	ID11_108 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056686	ID11_107 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056687	ID11_106 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056688	ID11_105 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056689	ID11_90 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056690	ID11_93 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056691	ID11_221 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056692	ID11_232 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056693	ID11_231 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056694	ID11_234 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056695	ID11_233 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056696	ID11_137 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056697	ID11_138 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056698	ID11_135 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056699	ID11_136 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056700	ID11_133 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056701	ID11_134 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056702	ID11_131 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056703	ID11_132 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056704	ID11_99 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056705	ID11_100 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056706	ID11_139 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056707	ID11_140 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056708	ID11_19 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056709	ID11_20 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056710	ID11_15 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056711	ID11_16 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056712	ID11_17 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056713	ID11_18 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056714	ID11_11 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056715	ID11_12 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056716	ID11_13 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056717	ID11_14 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056718	ID11_227 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056719	ID11_83 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056720	ID11_126 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056721	ID11_125 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056722	ID11_128 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056723	ID11_127 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056724	ID11_122 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056725	ID11_121 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056726	ID11_124 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056727	ID11_123 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056728	ID11_130 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056729	ID11_129 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056730	ID11_30 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056731	ID11_29 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056732	ID11_22 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056733	ID11_21 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056734	ID11_24 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056735	ID11_23 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056736	ID11_26 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056737	ID11_25 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056738	ID11_28 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056739	ID11_27 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056740	ID11_9 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056741	ID11_10 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056742	ID11_1 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056743	ID11_2 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056744	ID11_3 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056745	ID11_4 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056746	ID11_5 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056747	ID11_6 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056748	ID11_7 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056749	ID11_8 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056750	ID11_151 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056751	ID11_152 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056752	ID11_153 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056753	ID11_154 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056754	ID11_155 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056755	ID11_156 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056756	ID11_157 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056757	ID11_158 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056758	ID11_159 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056759	ID11_160 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056760	ID11_39 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056761	ID11_40 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056762	ID11_33 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056763	ID11_34 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056764	ID11_31 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056765	ID11_32 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056766	ID11_37 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056767	ID11_38 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056768	ID11_35 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056769	ID11_36 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056770	ID11_87 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056771	ID11_150 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056772	ID11_149 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056773	ID11_148 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056774	ID11_147 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056775	ID11_146 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056776	ID11_145 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056777	ID11_144 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056778	ID11_143 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056779	ID11_142 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056780	ID11_141 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056781	ID11_95 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056782	ID11_96 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056783	ID11_97 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056784	ID11_50 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056785	ID11_49 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056786	ID11_48 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056787	ID11_47 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056788	ID11_46 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056789	ID11_45 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056790	ID11_44 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056791	ID11_43 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056792	ID11_42 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056793	ID11_41 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056794	ID11_179 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056795	ID11_180 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056796	ID11_173 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056797	ID11_174 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056798	ID11_171 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056799	ID11_172 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056800	ID11_177 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056801	ID11_178 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056802	ID11_175 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056803	ID11_176 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056804	ID11_229 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056805	ID11_230 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056806	ID11_94 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056807	ID11_98 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056808	ID11_59 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056809	ID11_60 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056810	ID11_51 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056811	ID11_52 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056812	ID11_53 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056813	ID11_54 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056814	ID11_55 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056815	ID11_56 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056816	ID11_57 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056817	ID11_58 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056818	ID11_170 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056819	ID11_169 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056820	ID11_91 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056821	ID11_222 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056822	ID11_213 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056823	ID11_162 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056824	ID11_161 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056825	ID11_164 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056826	ID11_163 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056827	ID11_166 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056828	ID11_165 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056829	ID11_168 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056830	ID11_167 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056831	ID11_201 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056832	ID11_202 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056833	ID11_203 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056834	ID11_204 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056835	ID11_205 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056836	ID11_206 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056837	ID11_207 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056838	ID11_208 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056839	ID11_209 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056840	ID11_210 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056841	ID11_89 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056842	ID11_92 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056843	ID11_66 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056844	ID11_65 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056845	ID11_68 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056846	ID11_67 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056847	ID11_62 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056848	ID11_61 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056849	ID11_64 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056850	ID11_63 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056851	ID11_84 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056852	ID11_70 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056853	ID11_69 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058715	ID12_190 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058716	ID12_189 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058717	ID12_182 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058718	ID12_181 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058719	ID12_184 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058720	ID12_183 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058721	ID12_186 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058722	ID12_185 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058723	ID12_188 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058724	ID12_187 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058725	ID12_50 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058726	ID12_49 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058727	ID12_46 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058728	ID12_45 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058729	ID12_48 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058730	ID12_47 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058731	ID12_42 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058732	ID12_41 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058733	ID12_44 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058734	ID12_43 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058735	ID12_113 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058736	ID12_114 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058737	ID12_111 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058738	ID12_112 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058739	ID12_117 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058740	ID12_118 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058741	ID12_115 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058742	ID12_116 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058743	ID12_119 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058744	ID12_120 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058745	ID12_175 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058746	ID12_176 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058747	ID12_177 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058748	ID12_178 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058749	ID12_171 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058750	ID12_172 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058751	ID12_173 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058752	ID12_174 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058753	ID12_179 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058754	ID12_180 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058755	ID12_87 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058756	ID12_221 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058757	ID12_59 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058758	ID12_60 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058759	ID12_57 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058760	ID12_58 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058761	ID12_4 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058762	ID12_56 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058763	ID12_53 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058764	ID12_54 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058765	ID12_51 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058766	ID12_52 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058767	ID12_102 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058768	ID12_101 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058769	ID12_104 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058770	ID12_103 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058771	ID12_106 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058772	ID12_105 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058773	ID12_108 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058774	ID12_107 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7058775	ID12_110 (Source)	ID12 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
